name,category,prompt,negative_prompt
Mountainside Sanatorium — Cinematic Dusk,Horror Film & TV,"Mountainside Sanatorium, a grand remote sanatorium inspired by A Cure for Wellness, hydrotherapy rooms, tiled corridors, alpine lake and austere old-world architecture, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Mountainside Sanatorium — After Midnight,Horror Film & TV,"Mountainside Sanatorium, a grand remote sanatorium inspired by A Cure for Wellness, hydrotherapy rooms, tiled corridors, alpine lake and austere old-world architecture, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Bramford Apartment Building — Cinematic Dusk,Horror Film & TV,"Bramford Apartment Building, the imposing New York apartment building from Rosemary’s Baby, ornate lobby, old lift, shared walls and elegant corridors concealing private rituals, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Bramford Apartment Building — After Midnight,Horror Film & TV,"Bramford Apartment Building, the imposing New York apartment building from Rosemary’s Baby, ornate lobby, old lift, shared walls and elegant corridors concealing private rituals, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Thorn Estate — Cinematic Dusk,Horror Film & TV,"Thorn Estate, the grand English country estate from The Omen, formal drive, old chapel, shadowed nursery and severe aristocratic interiors, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Thorn Estate — After Midnight,Horror Film & TV,"Thorn Estate, the grand English country estate from The Omen, formal drive, old chapel, shadowed nursery and severe aristocratic interiors, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Silent Hill Main Street — Cinematic Dusk,Horror Games,"Silent Hill Main Street, the fog-choked main street of Silent Hill, abandoned storefronts, ash-like particles, damaged road surface and barely visible traffic lights, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Silent Hill Main Street — After Midnight,Horror Games,"Silent Hill Main Street, the fog-choked main street of Silent Hill, abandoned storefronts, ash-like particles, damaged road surface and barely visible traffic lights, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Brookhaven Hospital — Cinematic Dusk,Horror Games,"Brookhaven Hospital, Brookhaven Hospital from Silent Hill, institutional corridors, peeling paint, rusted gurneys and an oppressive alternate-world layer, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Brookhaven Hospital — After Midnight,Horror Games,"Brookhaven Hospital, Brookhaven Hospital from Silent Hill, institutional corridors, peeling paint, rusted gurneys and an oppressive alternate-world layer, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Midwich Elementary School — Cinematic Dusk,Horror Games,"Midwich Elementary School, the abandoned school from Silent Hill, child-sized desks, tiled hallways, chain-link barriers and failing fluorescent lights, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Midwich Elementary School — After Midnight,Horror Games,"Midwich Elementary School, the abandoned school from Silent Hill, child-sized desks, tiled hallways, chain-link barriers and failing fluorescent lights, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Lakeview Hotel — Cinematic Dusk,Horror Games,"Lakeview Hotel, the decaying lakeside hotel from Silent Hill 2, grand lobby, water-damaged corridors, old room keys and mist over Toluca Lake, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Lakeview Hotel — After Midnight,Horror Games,"Lakeview Hotel, the decaying lakeside hotel from Silent Hill 2, grand lobby, water-damaged corridors, old room keys and mist over Toluca Lake, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Toluca Prison — Cinematic Dusk,Horror Games,"Toluca Prison, the subterranean prison from Silent Hill 2, brick cells, steel catwalks, flooded darkness and impossible depth, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Toluca Prison — After Midnight,Horror Games,"Toluca Prison, the subterranean prison from Silent Hill 2, brick cells, steel catwalks, flooded darkness and impossible depth, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Raccoon Police Department — Cinematic Dusk,Horror Games,"Raccoon Police Department, the converted museum police headquarters from Resident Evil 2, marble main hall, goddess statue, barricaded corridors and emergency lighting, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Raccoon Police Department — After Midnight,Horror Games,"Raccoon Police Department, the converted museum police headquarters from Resident Evil 2, marble main hall, goddess statue, barricaded corridors and emergency lighting, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Spencer Mansion — Cinematic Dusk,Horror Games,"Spencer Mansion, the remote mansion from Resident Evil, grand dining room, puzzle doors, shadowed galleries and storm-dark forest outside, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Spencer Mansion — After Midnight,Horror Games,"Spencer Mansion, the remote mansion from Resident Evil, grand dining room, puzzle doors, shadowed galleries and storm-dark forest outside, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Raccoon City Streets — Cinematic Dusk,Horror Games,"Raccoon City Streets, the devastated urban streets from Resident Evil, abandoned emergency vehicles, burning intersections, shuttered shops and rain-slick asphalt, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Raccoon City Streets — After Midnight,Horror Games,"Raccoon City Streets, the devastated urban streets from Resident Evil, abandoned emergency vehicles, burning intersections, shuttered shops and rain-slick asphalt, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Baker Estate — Cinematic Dusk,Horror Games,"Baker Estate, the decaying Louisiana plantation from Resident Evil 7, moulded walls, cluttered kitchen, hidden passages and swampy grounds, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Baker Estate — After Midnight,Horror Games,"Baker Estate, the decaying Louisiana plantation from Resident Evil 7, moulded walls, cluttered kitchen, hidden passages and swampy grounds, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Castle Dimitrescu — Cinematic Dusk,Horror Games,"Castle Dimitrescu, the immense gothic castle from Resident Evil Village, ornate halls, wine cellars, snow-covered courtyards and towering arched windows, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Castle Dimitrescu — After Midnight,Horror Games,"Castle Dimitrescu, the immense gothic castle from Resident Evil Village, ornate halls, wine cellars, snow-covered courtyards and towering arched windows, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
House Beneviento — Cinematic Dusk,Horror Games,"House Beneviento, the isolated dollmaker’s house from Resident Evil Village, misty waterfall approach, silent workshop, basement lift and doll-filled rooms, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
House Beneviento — After Midnight,Horror Games,"House Beneviento, the isolated dollmaker’s house from Resident Evil Village, misty waterfall approach, silent workshop, basement lift and doll-filled rooms, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Heisenberg Factory — Cinematic Dusk,Horror Games,"Heisenberg Factory, the vast industrial factory from Resident Evil Village, suspended machinery, molten metal, conveyor systems and endless vertical shafts, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Heisenberg Factory — After Midnight,Horror Games,"Heisenberg Factory, the vast industrial factory from Resident Evil Village, suspended machinery, molten metal, conveyor systems and endless vertical shafts, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Resident Evil Village — Cinematic Dusk,Horror Games,"Resident Evil Village, the snowbound Eastern European village from Resident Evil Village, stone houses, ruined church, muddy lanes and mountain castle silhouette, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Resident Evil Village — After Midnight,Horror Games,"Resident Evil Village, the snowbound Eastern European village from Resident Evil Village, stone houses, ruined church, muddy lanes and mountain castle silhouette, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Mount Massive Asylum — Cinematic Dusk,Horror Games,"Mount Massive Asylum, the abandoned psychiatric hospital from Outlast, barred wards, security rooms, maintenance tunnels and flickering emergency lamps, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Mount Massive Asylum — After Midnight,Horror Games,"Mount Massive Asylum, the abandoned psychiatric hospital from Outlast, barred wards, security rooms, maintenance tunnels and flickering emergency lamps, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Temple Gate — Cinematic Dusk,Horror Games,"Temple Gate, the isolated desert cult settlement from Outlast 2, timber chapel, schoolhouse, cornfields and crude religious structures beneath a black sky, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Temple Gate — After Midnight,Horror Games,"Temple Gate, the isolated desert cult settlement from Outlast 2, timber chapel, schoolhouse, cornfields and crude religious structures beneath a black sky, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
USG Ishimura — Cinematic Dusk,Horror Games,"USG Ishimura, the mining starship from Dead Space, industrial tram platforms, medical deck corridors, engineering machinery and red emergency strobes, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
USG Ishimura — After Midnight,Horror Games,"USG Ishimura, the mining starship from Dead Space, industrial tram platforms, medical deck corridors, engineering machinery and red emergency strobes, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Sevastopol Station — Cinematic Dusk,Horror Games,"Sevastopol Station, the decaying space station from Alien: Isolation, retro-futurist terminals, transit corridors, shuttered shops and failing power, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Sevastopol Station — After Midnight,Horror Games,"Sevastopol Station, the decaying space station from Alien: Isolation, retro-futurist terminals, transit corridors, shuttered shops and failing power, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
The Maw — Cinematic Dusk,Horror Games,"The Maw, the colossal underwater vessel from Little Nightmares, oversized kitchens, iron corridors, cargo lifts and cavernous dining halls, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
The Maw — After Midnight,Horror Games,"The Maw, the colossal underwater vessel from Little Nightmares, oversized kitchens, iron corridors, cargo lifts and cavernous dining halls, after midnight, sparse practical lighting, wet or reflective surfaces where appropriate, long sightlines, atmospheric haze, tense empty-frame composition, polished horror cinematography, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
Pale City — Cinematic Dusk,Horror Games,"Pale City, the distorted rain-soaked city from Little Nightmares II, leaning buildings, television glow, empty streets and impossible perspective, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur"
