name,prompt,negative_prompt,category,weight,favorite
4108 | Location | Vehicles & Surfaces/Ferris Wheel Gondola - Busy,"inside a Ferris-wheel gondola with metal frame, bench seat and elevated fairground view, during a lively busy period with layered background activity and naturally arranged objects","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Vehicles & Surfaces,1.0,False
4109 | Character | Character/Marvel/Wiccan,"Wiccan, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4110 | Location | Home & Rooms/Foyer - Busy,"a home foyer with front door, console, large mirror, umbrella stand and patterned runner, during a lively busy period with layered background activity and naturally arranged objects","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Home & Rooms,1.0,False
4111 | Pose | Seated/Side Sit Floor - Editorial Angle,"seated on the floor with both legs folded to one side, torso upright, hips softly angled, hips angled one way and shoulders the other, creating a clean diagonal line","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
4112 | Clothing | Female/Unbranded/Underwear - Look 10 / Hair 02,"underwire bra with embroidered cups and matching cheeky briefs, sleek straight hair with a sharp middle part, clean garment separation, realistic stitching, natural fabric drape and coordinated accessories","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Underwear,1.0,False
4113 | Pose | Fantasy/Battlefield Resolve - Candid,"standing amid wind and debris with weapon lowered and exhausted determined posture, natural unposed facial expression and small believable posture imperfections","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Fantasy,1.0,False
4114 | Clothing | Female/Polished Culture/Sydney Coastal - Dress Ensemble / Textured Lob - Evening Finish,"adult woman, polished linen layers, modern swim-resort accents and clean sunlit accessories, a refined midi dress with defined waist, elegant outer layer, coordinated bag and delicate jewellery, textured long bob with effortless separation, charcoal, stone and silver palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Female/Sydney Coastal,1,False
4115 | Action | Sport/Tennis Return - Cinematic,"meeting the ball with a controlled two-handed return, staged with clean cinematic blocking, clear silhouette and realistic motion","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Sport,1.0,False
4116 | Character | Character/DC/XS / Nora West-Allen — Classic Canon,"XS / Nora West-Allen — Classic Canon, DC Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4117 | Action | Creative/Adjusting A Microphone - Quiet Concentration,"adjusting microphone height and angle, one hand on the stand, the other checking position, posture settled, shoulders low, motion compact and exact","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Creative,1.0,False
4118 | Location | United States/Chicago Riverwalk - Soft Overcast,"Chicago Riverwalk, steel-and-glass towers, green river, drawbridges, stepped promenades, under soft overcast light, even tones, saturated materials, subdued sky","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United States,1.0,False
4119 | Location | Horror Film & TV/Black Hills Forest — Cinematic Dusk,"Black Hills Forest, the disorienting Maryland woodland from The Blair Witch Project, stick figures, identical trails, damp leaves and no visible horizon, at cinematic dusk, fading natural light, practical lamps beginning to glow, wide establishing composition, deep but readable shadows, restrained colour grade, location remains the clear subject, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Horror Film & TV,1.0,False
4120 | Clothing | Female/Polished Culture/Hollywood Red Carpet - Dress Ensemble / Soft Hollywood Waves - Day Finish,"adult woman, sculpted eveningwear, elegant drape and restrained high-jewellery accents, a refined midi dress with defined waist, elegant outer layer, coordinated bag and delicate jewellery, soft polished waves with luminous dimensional texture, black, champagne and deep red palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Female/Hollywood Red Carpet,1,False
4121 | Location | Unusual Places/Inside A Shipping Container - Bright Midday,"inside an open shipping container with corrugated steel walls, timber floor and daylight through the doors, at bright midday with strong illumination, defined geometry and short shadows","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Unusual Places,1.0,False
4122 | Pose | Lifestyle/Train Platform - Hands Emphasis,"standing beside luggage with weight shifted naturally and gaze following the tracks, fingers separated naturally and hand placement clearly visible","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
4123 | Action | Leisure & Social/Taking A Selfie - Quiet Focus,"holding a phone at arm's length, wrist angled, head turning toward the screen, attention centred on the small task, movement compact","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Leisure & Social,1.0,False
4124 | Subject | Horror / crypt guardian — Haunting,"a haunting crypt guardian with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Horror / Gothic creatures,1,
4125 | Clothing | Female/Casual/Ganni - Fine Knit Cardigan + Midi Skirt,"Ganni fine-knit cardigan with polished buttons, ribbed trims, and discreet chest branding, fluid midi skirt, ankle boots, structured tote, precise seams and fasteners, premium material texture, balanced layering, polished styling","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Female/Casual,1.0,False
4126 | Pose | Dynamic/Pivot Turn - Grounded Landing,"turning sharply through the hips and shoulders, one foot planted as the other pivots, knees prepared to absorb impact, feet aligned, shoulders steady","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Dynamic,1.0,False
4127 | Character | Fantasy Character/Wizarding World/Luna Lovegood,"Luna Lovegood, iconic fictional fantasy character, faithful signature silhouette, costume and defining props associated with Luna Lovegood, unmistakable high-recognition identity, coherent anatomy, precise costume construction, believable materials, polished prestige fantasy lighting","generic fantasy substitute, wrong identity, inaccurate signature features, modern clothing, incorrect costume, missing props, duplicate limbs, malformed hands, extra fingers, wrong scale, text, watermark, low detail, blur",Character/Character,1,
4128 | Character | Character/Anime & Manga/Sanemi Shinazugawa,"Sanemi Shinazugawa, Anime and manga, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4129 | Pose | Cinematic/Quiet Phone Call - Candid,"holding a phone near the face while listening with restrained emotion, natural unposed facial expression and small believable posture imperfections","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Cinematic,1.0,False
4130 | Clothing | Male/Polished Culture/Brooklyn Workwear - Smart Casual / Medium Swept Back - Day Finish,"adult man, chore jacket, premium denim, heavyweight tee and clean work boots, a refined shirt or polo, lightweight jacket, clean trousers and understated accessories, medium-length hair swept back with realistic movement, black, grey and silver palette, soft matte daytime finish, practical restrained accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Brooklyn Workwear,1,False
4131 | Clothing | Male/Hair Styles/Polished Ivy League Cut + English heritage field jacket over a cable-knit jumper,"polished Ivy League cut, English heritage field jacket over a cable-knit jumper, corduroy trousers and brogues, neutral tailoring with a powder-blue accent, light polished details, realistic individual hair strands, clean hairline, coherent garment construction, believable fabric weight, refined layering, balanced accessories, polished contemporary styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, watermark, low detail, blur",Clothing/Male/Hair Styles,1.0,False
4132 | Clothing | Female/Unbranded/Swimwear - Look 17 / Hair 01,"high-neck one-piece swimsuit with open back and high-cut legs, long loose beach waves with a natural centre part, realistic garment tension, tidy stitching, consistent colour palette and clear silhouette","brand logo, visible text, random labels, duplicated garments, merged clothing, broken straps, incorrect seams, malformed footwear, inconsistent fabric, hairstyle changing between views, low detail, blur, watermark",Clothing/Female/Unbranded/Swimwear,1.0,False
4133 | Location | Original Cinematic Horror/Derelict Psychiatric Asylum — Blue Hour,"Derelict Psychiatric Asylum, a decaying institutional asylum with radial corridors, barred rooms, hydrotherapy chamber and peeling green paint, at blue hour, cool exterior ambience, small warm practical lights, layered depth, precise production design and a polished widescreen horror establishing shot, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Original Cinematic Horror,1.0,False
4134 | Pose | Seated/Sideways Chair - Three Quarter Turn,"seated sideways across a chair, torso rotated toward the open side, legs angled together, torso rotated into a soft three-quarter angle, hips remaining grounded","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Seated,1.0,False
4135 | Location | Original Cinematic Horror/Abandoned County Hospital — Moonlit Fog,"Abandoned County Hospital, a sprawling abandoned hospital with tiled wards, nurses’ station, empty operating rooms and rain on broken windows, under moonlight and drifting fog, strong silhouettes, readable environmental detail, controlled contrast and a quiet supernatural atmosphere, no people present, environment-first composition, highly detailed architecture and surfaces, coherent spatial layout, cinematic depth, polished colour separation, subtle volumetric atmosphere, realistic materials, professional horror production design","people as main subject, visible monster as main subject, graphic gore, modern clutter that contradicts the setting, bright cheerful mood, flat lighting, malformed architecture, impossible perspective, duplicated doors, floating objects, warped signage, invented readable text, watermark, logo, low detail, blur",Location/Original Cinematic Horror,1.0,False
4136 | Location | Space & Speculative/Alien Desert Planet - Quiet,"on an alien desert planet with layered violet dunes, unusual rock spires, two moons and thin clouds, during a quiet empty period with uncluttered sightlines and still atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Space & Speculative,1.0,False
4137 | Location | Public & Social/Tennis Court - Bright Midday,"on a tennis court with net, painted service boxes, umpire chair and wind screens, at bright midday with strong illumination, defined geometry and short shadows","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Public & Social,1.0,False
4138 | Pose | Cinematic/Evidence Study - Dramatic Light,"bending slightly over an object or document with focused concentration, body arranged for a strong readable silhouette under directional light","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Cinematic,1.0,False
4139 | Pose | Crouching/Runner Start - Lengthened Legs,"crouched in a runner-start position, one knee forward, fingertips close to the ground, legs extended with pointed toes, knees softly aligned","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Crouching,1.0,False
4140 | Location | Everyday & Commercial/Open Plan Office - Night,"inside an open-plan office with rows of desks, meeting pods, monitors, task chairs and ceiling services, at night with practical lights, deeper shadows and reflected highlights","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Everyday & Commercial,1.0,False
4141 | Action | Fantasy/Dragon Command - Efficient,"signalling a dragon with clear authoritative body language, movement brisk and efficient, shoulders and elbows coordinating smoothly","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Fantasy,1.0,False
4142 | Pose | Lifestyle/Bookshop Browse - Downward Focus,"reaching toward a shelf while holding an open book against the body, gaze lowered with restrained reflective emotion","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Lifestyle,1.0,False
4143 | Character | Real Female/US-UK Under 40/Addison Rae,"Addison Rae, adult American singer and actor and public figure, recognizable likeness from widely known public imagery, long brunette hair, bright smile, glossy pop-fashion styling, energetic camera-ready presence, realistic skin texture, balanced facial proportions, clean hair detail, glamorous but natural editorial presentation, refined contemporary wardrobe, confident camera-ready expression","wrong identity, generic face, altered facial structure, inaccurate hair, age regression, childlike appearance, distorted eyes, asymmetrical features, plastic skin, bad anatomy, extra fingers, missing fingers, warped clothing, text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4144 | Clothing | Female/Hair Styles/Copper Curls With Eyebrow-Length Fringe + modern western suede jacket over a fitted shirt,"copper curls with eyebrow-length fringe, modern western suede jacket over a fitted shirt, bootcut denim and refined western boots, warm rust, ecru and faded brown palette, tactile woven accessories, realistic individual hair strands, clean hairline, coherent garment construction, believable fabric weight, refined layering, balanced accessories, polished contemporary styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, watermark, low detail, blur",Clothing/Female/Hair Styles,1.0,False
4145 | Character | Character/Sci-Fi Film & TV/Mark Watney,"Mark Watney, Science-fiction film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
"4146 | Location | United States/South Beach Art Deco District, Miami - After Rain","Ocean Drive Art Deco facades, pastel stucco, curved corners, palm trees, vintage cars and humid Miami evening atmosphere, just after rain, wet pavement, mirror-like reflections and unusually clear air","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United States,1.0,False
4147 | Character | Character/Marvel/Green Goblin / Norman Osborn — Classic Canon,"Green Goblin / Norman Osborn — Classic Canon, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4148 | Action | Social/Sharing a Joke - Exhausted,"reacting naturally with spontaneous laughter and relaxed shoulders, visible fatigue in breathing and shoulders while the action remains readable","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Social,1.0,False
"4149 | Location | Japan/Fushimi Inari Taisha, Kyoto - Soft Overcast","Fushimi Inari Taisha in Kyoto, long tunnel of vermilion torii gates, stone path, mossy lanterns, wooded hillside, under soft overcast light, weathered textures evenly visible","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Japan,1.0,False
4150 | Action | Fitness/Yoga Warrior Hold - Balanced Core,"holding a long lunge with arms extended in opposite directions, hips anchored, midsection braced, pelvis stable, limbs moving from a strong centre","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Fitness,1.0,False
4151 | Character | Character/Anime & Manga/Asuna,"Asuna, Anime and manga, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4152 | Location | Home & Rooms/Breakfast Nook - Quiet,"a breakfast nook with corner bench, round table, cushions, window light and open kitchen nearby, during a quiet empty period with uncluttered sightlines and still atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Home & Rooms,1.0,False
4153 | Pose | Action/Sprint Launch - Over Shoulder,"driving forward from the first stride with coordinated arms and powerful leg extension, head turned over one shoulder, torso maintaining the base action","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, child, teen, underage, low detail, blur, text, watermark",Pose/Action,1.0,False
4154 | Character | Character/Marvel/Doctor Doom,"Doctor Doom, Marvel Comics, iconic fictional character, green hooded cloak, metal mask, heavy armour and imperious monarch presence, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4155 | Clothing | Male/Polished Culture/Brooklyn Workwear - Outerwear Look / Classic Taper - Evening Finish,"adult man, chore jacket, premium denim, heavyweight tee and clean work boots, a structured jacket or coat over layered knitwear, tailored trousers and coordinated footwear, clean classic taper with natural texture, navy, charcoal and white palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Brooklyn Workwear,1,False
4156 | Subject | Horror / void-born observer — Haunting,"a haunting void-born observer with spectral visual cues, coherent form and quietly disturbing presence","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark",Subject/Horror / Cosmic horror,1,
4157 | Character | Character/Marvel/Ayo,"Ayo, Marvel Comics, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4158 | Action | Travel & Transport/Scanning A Ticket - Quick Adjustment,"holding a ticket or phone over a scanner, wrist steady, free hand managing luggage, hands making a fast practical correction while continuing to move","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Travel & Transport,1.0,False
4159 | Clothing | Male/Polished Culture/Melbourne Creative - Smart Casual / Braided Style - Evening Finish,"adult man, dark structured layers, textured shirt, cropped trousers and design-forward footwear, a refined shirt or polo, lightweight jacket, clean trousers and understated accessories, precise braided style with clean scalp detail, earth tones, black and bronze palette, richer contrast, polished evening finish and refined statement accessories, authentic fabric texture, precise seams and fasteners, natural drape, believable accessories, polished editorial styling","wrong hairstyle, inconsistent hair length, merged hair strands, duplicate accessories, incorrect garment layering, warped clothing, broken seams, broken fasteners, malformed footwear, random logos, misspelled text, poor fit, extra limbs, bad hands, child, teen, underage, watermark, low detail, blur",Clothing/Male/Melbourne Creative,1,False
4160 | Action | Fitness/Push Up - Balanced Core,"lowering through a push-up, body held in one straight line, elbows angled back, midsection braced, pelvis stable, limbs moving from a strong centre","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, low detail, blur, text, watermark",Action/Fitness,1.0,False
4161 | Action | Cinematic/Lighting a Match - Urgent,"striking a match and shielding the flame with one hand, action performed with controlled urgency and clear forward intention","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Cinematic,1.0,False
4162 | Character | Character/Cult Film & TV/Mola Ram,"Mola Ram, Cult film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4163 | Clothing | Male/Casual/Ralph Lauren - Harrington Jacket + Work Pants,"Ralph Lauren structured Harrington jacket with metal zip, ribbed cuffs, and heritage lining, relaxed work pants, leather lace-up boots, structured cap, recognisable branded detailing, correct sole shape, realistic fabric weight, carefully matched colours","misspelled branding, counterfeit logo, warped lettering, duplicated garments, merged clothing, incorrect seams, broken fasteners, malformed footwear, inconsistent fabric, random outfit changes, poor garment fit, low detail, blur, watermark",Clothing/Male/Casual,1.0,False
4164 | Pose | Dynamic/Split Leap - Forward Focus,"airborne in a long split-style leap, front and rear legs extended, torso lifted, gaze fixed ahead, torso aligned with the direction of movement","stiff posture, broken anatomy, impossible joints, twisted limbs, duplicated limbs, fused fingers, floating hands, unnatural balance, cropped feet, unclear silhouette, low detail, blur, text, watermark",Pose/Dynamic,1.0,False
4165 | Action | Adventure/Launching a Kayak - Emotional,"pushing a kayak from shore and settling into the seat, strong restrained emotion carried through face and body without obscuring the action","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Adventure,1.0,False
4166 | Character | Character/Sci-Fi Film & TV/Clara Oswald — Classic Canon,"Clara Oswald — Classic Canon, Science-fiction film and television, iconic fictional character, faithful canonical costume, hairstyle, colour palette, signature props and instantly readable silhouette, classic canonical appearance with the most recognisable costume, colours and silhouette, unmistakable high-recognition identity, polished cinematic character design, coherent anatomy, precise costume construction, refined material texture, controlled dramatic lighting, premium concept-art finish, character remains the clear subject","wrong character, generic substitute, mixed franchise design, inaccurate costume, wrong colours, missing signature feature, missing signature prop, unintended actor likeness, duplicate limbs, malformed hands, extra fingers, broken anatomy, inconsistent scale, random text, watermark, logo artifacts, low detail, blur",Character/Character,1,
4167 | Location | Unusual Places/Inside An Empty Theatre Stage - Clear Morning,"on an empty theatre stage with timber floor, curtains, rigging, footlights and dark auditorium, on a clear morning with crisp detail, fresh light and calm atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Unusual Places,1.0,False
"4168 | Location | Singapore/Marina Bay, Singapore - Clear Morning","Marina Bay in Singapore, Marina Bay Sands towers, lotus-shaped museum, calm water, polished promenade, modern skyline, on a clear morning, crisp facades, fresh light, reflective windows","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/Singapore,1.0,False
4169 | Location | Home & Rooms/Suburban Driveway - Clear Morning,"a suburban driveway beside a brick house, parked car, garage door, letterbox and trimmed lawn, on a clear morning with crisp detail, fresh light and calm atmosphere","generic empty setting, impossible architecture, broken perspective, duplicated furniture, floating objects, malformed vehicle geometry, warped signs, unreadable text, low detail, blur, watermark",Location/Home & Rooms,1.0,False
"4170 | Location | United States/Times Square, New York - Soft Overcast","Times Square in New York, towering digital billboards, dense theatre facades, broad pedestrian plazas, yellow taxis, under soft overcast light, even tones, saturated materials, subdued sky","incorrect landmark geometry, generic substitute architecture, warped signage, invented text, floating structures, impossible perspective, duplicated buildings, empty featureless setting, low detail, blur, watermark",Location/United States,1.0,False
4171 | Action | Performance/Singing into Microphone - Cautious,"singing with controlled breath, expressive face and correct microphone grip, movement cautious and quiet, weight distributed for immediate reaction","frozen motion, unclear action, incorrect object interaction, misplaced hands, broken anatomy, impossible joints, duplicated limbs, floating objects, awkward grip, child, teen, underage, low detail, blur, text, watermark",Action/Performance,1.0,False
