name,category,prompt,negative_prompt
Lancia Stratos HF — Three-Quarter Form,Rally homologation,"a Lancia Stratos HF with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz 300SL Gullwing — Three-Quarter Form,Classic European sports,"a Mercedes-Benz 300SL Gullwing with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pininfarina Battista — Three-Quarter Form,Modern hypercars,"a Pininfarina Battista with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Skyline GT-R R34 — Three-Quarter Form,Nissan performance,"a Nissan Skyline GT-R R34 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Supra A70 — Three-Quarter Form,Toyota performance,"a Toyota Supra A70 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda RX-7 FD3S — Three-Quarter Form,Mazda rotary and sports,"a Mazda RX-7 FD3S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda NSX NC1 — Three-Quarter Form,Honda performance,"a Honda NSX NC1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution III — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution III with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru Impreza WRX STI GR — Three-Quarter Form,Subaru STI,"a Subaru Impreza WRX STI GR with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari F50 — Three-Quarter Form,Ferrari,"a Ferrari F50 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 993 — Three-Quarter Form,Porsche 911,"a Porsche 911 993 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche Cayman GT4 RS — Three-Quarter Form,Porsche sports,"a Porsche Cayman GT4 RS with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Diablo — Three-Quarter Form,Lamborghini,"a Lamborghini Diablo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 570S — Three-Quarter Form,McLaren,"a McLaren 570S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG ONE — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG ONE with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M3 E36 — Three-Quarter Form,BMW M,"a BMW M3 E36 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS4 B5 — Three-Quarter Form,Audi RS,"a Audi RS4 B5 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Exige Cup 430 — Three-Quarter Form,Lotus,"a Lotus Exige Cup 430 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin DB9 — Three-Quarter Form,Aston Martin,"a Aston Martin DB9 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg CCX — Three-Quarter Form,Koenigsegg,"a Koenigsegg CCX with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Zonda Cinque — Three-Quarter Form,Pagani,"a Pagani Zonda Cinque with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Chiron — Three-Quarter Form,Bugatti,"a Bugatti Chiron with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Chevrolet Camaro ZL1 — Three-Quarter Form,American muscle,"a Chevrolet Camaro ZL1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford Escort RS Cosworth — Three-Quarter Form,Rally homologation,"a Ford Escort RS Cosworth with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW 507 — Three-Quarter Form,Classic European sports,"a BMW 507 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Hennessey Venom F5 — Three-Quarter Form,Modern hypercars,"a Hennessey Venom F5 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan GT-R R35 — Three-Quarter Form,Nissan performance,"a Nissan GT-R R35 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Supra A80 — Three-Quarter Form,Toyota performance,"a Toyota Supra A80 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda RX-8 — Three-Quarter Form,Mazda rotary and sports,"a Mazda RX-8 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda S2000 AP1 — Three-Quarter Form,Honda performance,"a Honda S2000 AP1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution IV — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution IV with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru WRX STI VA — Three-Quarter Form,Subaru STI,"a Subaru WRX STI VA with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari Testarossa — Three-Quarter Form,Ferrari,"a Ferrari Testarossa with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 996 — Three-Quarter Form,Porsche 911,"a Porsche 911 996 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 944 Turbo — Three-Quarter Form,Porsche sports,"a Porsche 944 Turbo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Murcielago — Three-Quarter Form,Lamborghini,"a Lamborghini Murcielago with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 600LT — Three-Quarter Form,McLaren,"a McLaren 600LT with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG C 63 S — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG C 63 S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M3 E46 — Three-Quarter Form,BMW M,"a BMW M3 E46 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS4 B7 — Three-Quarter Form,Audi RS,"a Audi RS4 B7 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Evora GT430 — Three-Quarter Form,Lotus,"a Lotus Evora GT430 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin DBS Superleggera — Three-Quarter Form,Aston Martin,"a Aston Martin DBS Superleggera with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Agera RS — Three-Quarter Form,Koenigsegg,"a Koenigsegg Agera RS with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Huayra — Three-Quarter Form,Pagani,"a Pagani Huayra with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Chiron Super Sport — Three-Quarter Form,Bugatti,"a Bugatti Chiron Super Sport with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Chevrolet Camaro SS 1969 — Three-Quarter Form,American muscle,"a Chevrolet Camaro SS 1969 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ford RS200 — Three-Quarter Form,Rally homologation,"a Ford RS200 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Alfa Romeo 33 Stradale — Three-Quarter Form,Classic European sports,"a Alfa Romeo 33 Stradale with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
SSC Tuatara — Three-Quarter Form,Modern hypercars,"a SSC Tuatara with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Silvia S13 — Three-Quarter Form,Nissan performance,"a Nissan Silvia S13 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota GR Supra A90 — Three-Quarter Form,Toyota performance,"a Toyota GR Supra A90 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 NA — Three-Quarter Form,Mazda rotary and sports,"a Mazda MX-5 NA with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda S2000 AP2 — Three-Quarter Form,Honda performance,"a Honda S2000 AP2 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution V — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution V with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru WRX STI S209 — Three-Quarter Form,Subaru STI,"a Subaru WRX STI S209 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari Enzo — Three-Quarter Form,Ferrari,"a Ferrari Enzo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 997 — Three-Quarter Form,Porsche 911,"a Porsche 911 997 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 928 GTS — Three-Quarter Form,Porsche sports,"a Porsche 928 GTS with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Gallardo — Three-Quarter Form,Lamborghini,"a Lamborghini Gallardo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 675LT — Three-Quarter Form,McLaren,"a McLaren 675LT with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG E 63 S — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG E 63 S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M3 E92 — Three-Quarter Form,BMW M,"a BMW M3 E92 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS6 C5 — Three-Quarter Form,Audi RS,"a Audi RS6 C5 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Emira — Three-Quarter Form,Lotus,"a Lotus Emira with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin Vantage — Three-Quarter Form,Aston Martin,"a Aston Martin Vantage with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg One:1 — Three-Quarter Form,Koenigsegg,"a Koenigsegg One:1 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Huayra BC — Three-Quarter Form,Pagani,"a Pagani Huayra BC with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Divo — Three-Quarter Form,Bugatti,"a Bugatti Divo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Dodge Challenger R/T 1970 — Three-Quarter Form,American muscle,"a Dodge Challenger R/T 1970 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Peugeot 205 T16 — Three-Quarter Form,Rally homologation,"a Peugeot 205 T16 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
De Tomaso Pantera — Three-Quarter Form,Classic European sports,"a De Tomaso Pantera with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Gordon Murray T.50 — Three-Quarter Form,Modern hypercars,"a Gordon Murray T.50 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Silvia S14 — Three-Quarter Form,Nissan performance,"a Nissan Silvia S14 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota 2000GT — Three-Quarter Form,Toyota performance,"a Toyota 2000GT with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 NB — Three-Quarter Form,Mazda rotary and sports,"a Mazda MX-5 NB with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Integra Type R DC2 — Three-Quarter Form,Honda performance,"a Honda Integra Type R DC2 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VI — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VI with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Subaru BRZ — Three-Quarter Form,Subaru STI,"a Subaru BRZ with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 458 Italia — Three-Quarter Form,Ferrari,"a Ferrari 458 Italia with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 991 — Three-Quarter Form,Porsche 911,"a Porsche 911 991 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 959 — Three-Quarter Form,Porsche sports,"a Porsche 959 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Aventador — Three-Quarter Form,Lamborghini,"a Lamborghini Aventador with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 720S — Three-Quarter Form,McLaren,"a McLaren 720S with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-AMG SL 63 — Three-Quarter Form,Mercedes-AMG,"a Mercedes-AMG SL 63 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M3 G80 — Three-Quarter Form,BMW M,"a BMW M3 G80 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS6 C8 — Three-Quarter Form,Audi RS,"a Audi RS6 C8 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lotus Evija — Three-Quarter Form,Lotus,"a Lotus Evija with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin Valkyrie — Three-Quarter Form,Aston Martin,"a Aston Martin Valkyrie with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Regera — Three-Quarter Form,Koenigsegg,"a Koenigsegg Regera with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Pagani Utopia — Three-Quarter Form,Pagani,"a Pagani Utopia with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Bolide — Three-Quarter Form,Bugatti,"a Bugatti Bolide with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Dodge Challenger SRT Demon 170 — Three-Quarter Form,American muscle,"a Dodge Challenger SRT Demon 170 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Renault 5 Turbo — Three-Quarter Form,Rally homologation,"a Renault 5 Turbo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Maserati Bora — Three-Quarter Form,Classic European sports,"a Maserati Bora with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Czinger 21C — Three-Quarter Form,Modern hypercars,"a Czinger 21C with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan Silvia S15 — Three-Quarter Form,Nissan performance,"a Nissan Silvia S15 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota AE86 Sprinter Trueno — Three-Quarter Form,Toyota performance,"a Toyota AE86 Sprinter Trueno with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 NC — Three-Quarter Form,Mazda rotary and sports,"a Mazda MX-5 NC with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Integra Type R DC5 — Three-Quarter Form,Honda performance,"a Honda Integra Type R DC5 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VII — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VII with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari 488 Pista — Three-Quarter Form,Ferrari,"a Ferrari 488 Pista with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 992 — Three-Quarter Form,Porsche 911,"a Porsche 911 992 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 356 Speedster — Three-Quarter Form,Porsche sports,"a Porsche 356 Speedster with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Huracan — Three-Quarter Form,Lamborghini,"a Lamborghini Huracan with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren 765LT — Three-Quarter Form,McLaren,"a McLaren 765LT with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz SLS AMG — Three-Quarter Form,Mercedes-AMG,"a Mercedes-Benz SLS AMG with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M4 G82 — Three-Quarter Form,BMW M,"a BMW M4 G82 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi RS7 — Three-Quarter Form,Audi RS,"a Audi RS7 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin Valhalla — Three-Quarter Form,Aston Martin,"a Aston Martin Valhalla with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Jesko — Three-Quarter Form,Koenigsegg,"a Koenigsegg Jesko with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Bugatti Tourbillon — Three-Quarter Form,Bugatti,"a Bugatti Tourbillon with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Dodge Charger R/T 1969 — Three-Quarter Form,American muscle,"a Dodge Charger R/T 1969 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi Quattro — Three-Quarter Form,Rally homologation,"a Audi Quattro with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Renault Alpine A110 — Three-Quarter Form,Classic European sports,"a Renault Alpine A110 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Nissan 300ZX Z32 — Three-Quarter Form,Nissan performance,"a Nissan 300ZX Z32 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Toyota Celica GT-Four ST205 — Three-Quarter Form,Toyota performance,"a Toyota Celica GT-Four ST205 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mazda MX-5 ND — Three-Quarter Form,Mazda rotary and sports,"a Mazda MX-5 ND with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Honda Civic Type R EK9 — Three-Quarter Form,Honda performance,"a Honda Civic Type R EK9 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mitsubishi Lancer Evolution VIII — Three-Quarter Form,Mitsubishi Evolution,"a Mitsubishi Lancer Evolution VIII with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Ferrari F8 Tributo — Three-Quarter Form,Ferrari,"a Ferrari F8 Tributo with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Porsche 911 GT3 RS 997 — Three-Quarter Form,Porsche 911,"a Porsche 911 GT3 RS 997 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Lamborghini Revuelto — Three-Quarter Form,Lamborghini,"a Lamborghini Revuelto with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
McLaren Senna — Three-Quarter Form,McLaren,"a McLaren Senna with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Mercedes-Benz CLK GTR — Three-Quarter Form,Mercedes-AMG,"a Mercedes-Benz CLK GTR with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
BMW M5 E39 — Three-Quarter Form,BMW M,"a BMW M5 E39 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Audi R8 V10 Performance — Three-Quarter Form,Audi RS,"a Audi R8 V10 Performance with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Aston Martin One-77 — Three-Quarter Form,Aston Martin,"a Aston Martin One-77 with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Koenigsegg Gemera — Three-Quarter Form,Koenigsegg,"a Koenigsegg Gemera with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
Plymouth Hemi Cuda — Three-Quarter Form,American muscle,"a Plymouth Hemi Cuda with its authentic body style, characteristic front and side profile, and production-era details","wrong vehicle, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
