name,category,prompt,negative_prompt
People / Creative / Fashion Photographer — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Mature Woman,People / Creative,"mature adult woman, composed and experienced, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Mature Man,People / Creative,"mature adult man, composed and experienced, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Older Woman,People / Creative,"older adult woman, authoritative and characterful, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Older Man,People / Creative,"older adult man, authoritative and characterful, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Elegant Woman,People / Creative,"adult woman with polished elegant presence, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Rugged Man,People / Creative,"adult man with rugged practical presence, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Fashion Photographer — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, fashion photographer, camera harness, refined workwear, directing a polished editorial shoot, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Mature Woman,People / Creative,"mature adult woman, composed and experienced, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Mature Man,People / Creative,"mature adult man, composed and experienced, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Older Woman,People / Creative,"older adult woman, authoritative and characterful, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Older Man,People / Creative,"older adult man, authoritative and characterful, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Elegant Woman,People / Creative,"adult woman with polished elegant presence, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Rugged Man,People / Creative,"adult man with rugged practical presence, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Film Director — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, film director, practical set clothing, headset and script notes, guiding a cinematic production, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Mature Woman,People / Creative,"mature adult woman, composed and experienced, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Mature Man,People / Creative,"mature adult man, composed and experienced, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Older Woman,People / Creative,"older adult woman, authoritative and characterful, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Older Man,People / Creative,"older adult man, authoritative and characterful, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Elegant Woman,People / Creative,"adult woman with polished elegant presence, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Rugged Man,People / Creative,"adult man with rugged practical presence, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Cinematographer — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, cinematographer, dark technical layers and light meter, studying light and composition, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Mature Woman,People / Creative,"mature adult woman, composed and experienced, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Mature Man,People / Creative,"mature adult man, composed and experienced, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Older Woman,People / Creative,"older adult woman, authoritative and characterful, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Older Man,People / Creative,"older adult man, authoritative and characterful, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Elegant Woman,People / Creative,"adult woman with polished elegant presence, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Rugged Man,People / Creative,"adult man with rugged practical presence, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Novelist — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, novelist, soft knitwear and reading glasses, working among notebooks and marked pages, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Mature Woman,People / Creative,"mature adult woman, composed and experienced, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Mature Man,People / Creative,"mature adult man, composed and experienced, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Older Woman,People / Creative,"older adult woman, authoritative and characterful, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Older Man,People / Creative,"older adult man, authoritative and characterful, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Elegant Woman,People / Creative,"adult woman with polished elegant presence, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Rugged Man,People / Creative,"adult man with rugged practical presence, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Illustrator — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, illustrator, paint-marked overshirt and sketchbook, developing a detailed visual concept, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Mature Woman,People / Creative,"mature adult woman, composed and experienced, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Mature Man,People / Creative,"mature adult man, composed and experienced, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Older Woman,People / Creative,"older adult woman, authoritative and characterful, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Older Man,People / Creative,"older adult man, authoritative and characterful, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Elegant Woman,People / Creative,"adult woman with polished elegant presence, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Rugged Man,People / Creative,"adult man with rugged practical presence, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Music Producer — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, music producer, contemporary studio clothing and headphones, shaping a track at a mixing console, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Young Adult Man,People / Creative,"adult man in his twenties, confident and capable, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Mature Woman,People / Creative,"mature adult woman, composed and experienced, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Mature Man,People / Creative,"mature adult man, composed and experienced, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Older Woman,People / Creative,"older adult woman, authoritative and characterful, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Older Man,People / Creative,"older adult man, authoritative and characterful, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Elegant Woman,People / Creative,"adult woman with polished elegant presence, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Rugged Man,People / Creative,"adult man with rugged practical presence, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Androgynous Adult,People / Creative,"androgynous adult with distinctive contemporary presence, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Stage Actor — Character Portrait,People / Creative,"adult subject with memorable facial character and strong silhouette, stage actor, rehearsal blacks and expressive posture, rehearsing an emotionally charged scene, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
People / Creative / Costume Designer — Young Adult Woman,People / Creative,"adult woman in her twenties, confident and capable, costume designer, layered creative workwear and fabric swatches, fitting a complex garment, clearly recognisable central human subject, accurate professional or cultural detail, natural anatomy, polished cinematic realism","child, teen, underage, generic identity, duplicate subject, broken anatomy, extra limbs, fused fingers, malformed hands, wrong profession equipment, inaccurate clothing, floating objects, unreadable action, text, watermark, low detail, blur"
